,0
0,0.053499037501228974
1,0.050862822102037644
2,0.06319189550992907
3,0.1101003024988652
4,0.05921427863593987
5,0.06297142595025498
6,0.000672182790854693
7,0.0004150489560680705
8,0.000984592258907832
9,0.0054808925838138005
10,0.0014007518222334057
11,0.00035314609192652513
12,0.06701541530538016
13,0.0019810067007970623
