gripper_x,gripper_y,gripper_z,gripper_q1,gripper_q2,gripper_q3,gripper_q4,can_x,can_y,can_z,can_q1,can_q2,can_q3,can_q4,gripper,,gripper_x,gripper_y,gripper_z,gripper_q1,gripper_q2,gripper_q3,gripper_q4,can_x,can_y,can_z,can_q1,can_q2,can_q3,can_q4,gripper
-0.844887197,0.855009079,1.571709871,-0.624815106,-0.265547007,0.221119717,-0.680153668,-0.00605264,0.068299845,0.317356497,-0.286272854,-0.265203863,0.631426036,0.644042432,0.288714945,,-0.844830573,0.903460205,1.633169055,-0.626756012,-0.323563188,0.316059411,-0.634500206,0.00628674,0.118165098,0.391124398,-0.215253502,-0.224855095,0.643973589,0.698859096,0.828156292
-0.844324112,0.853784084,1.570427895,-0.624581516,-0.264550656,0.22156246,-0.679734111,-0.006448446,0.067959502,0.31695962,-0.286770016,-0.264710337,0.63035661,0.644134581,0.289787024,,-0.876280189,0.93422401,1.606040955,-0.643890798,-0.261213005,0.315926403,-0.646036923,-0.02916741,0.1501607,0.358914405,-0.2644445,-0.241779,0.610129476,0.706649899,0.827986598
-0.843793094,0.852672756,1.569241047,-0.624352574,-0.263661593,0.221938491,-0.679341793,-0.0067994,0.067656577,0.316598654,-0.287199259,-0.264274687,0.629390538,0.644185901,0.290718824,,-0.910095513,0.940016091,1.574112058,-0.657555819,-0.2332917,0.276659489,-0.660798907,-0.065492511,0.146181598,0.316617012,-0.301989585,-0.27670899,0.600063503,0.687137723,0.831431627
-0.843295217,0.851666272,1.568145394,-0.624130189,-0.26286903,0.222257495,-0.678976059,-0.007110438,0.067387089,0.316270858,-0.287569433,-0.263890237,0.628518701,0.644204795,0.291527987,,-0.923654675,0.927437425,1.536677003,-0.670031071,-0.219819099,0.208211601,-0.677780271,-0.079233713,0.125365198,0.271639705,-0.335396707,-0.315060407,0.596455395,0.657637417,0.953664184
-0.8428303,0.850755811,1.567136645,-0.623916328,-0.262163132,0.222527698,-0.678636611,-0.007385971,0.067147531,0.315973729,-0.287888288,-0.263551086,0.627732933,0.644198596,0.292230189,,-0.914581597,0.911010504,1.514368057,-0.672449887,-0.210848898,0.160425693,-0.691098928,-0.074052572,0.1051239,0.245892406,-0.356696188,-0.333299905,0.596935272,0.63666898,1
-0.842397869,0.849933565,1.56621027,-0.623711765,-0.261535078,0.222756177,-0.678322494,-0.007629963,0.066934735,0.315704912,-0.288162559,-0.26325199,0.627025723,0.644173145,0.29283902,,-0.893370926,0.888790727,1.496546984,-0.666698813,-0.191062197,0.123222403,-0.709806085,-0.06196022,0.086535513,0.228595898,-0.384897888,-0.3356601,0.594235122,0.621345878,1
-0.841997147,0.849191964,1.565361857,-0.623517573,-0.260976791,0.222949103,-0.678032517,-0.007845918,0.066745833,0.315462053,-0.288398176,-0.262988299,0.626389921,0.64413321,0.293366432,,-0.880616307,0.860801518,1.491466999,-0.654488385,-0.175620407,0.105990902,-0.727714717,-0.056968808,0.0645625,0.226767704,-0.400659889,-0.333280712,0.599715173,0.607237399,1
-0.841627121,0.848524034,1.564586282,-0.623334289,-0.26048094,0.223111615,-0.677765787,-0.008037001,0.066578262,0.315242976,-0.288600415,-0.262755901,0.625819027,0.644082963,0.293823093,,-0.869801819,0.842985511,1.482038975,-0.648080111,-0.160887197,0.104438402,-0.737021208,-0.04762423,0.051215172,0.2216876,-0.410005808,-0.334612489,0.599891722,0.600049794,1
-0.841286361,0.847923219,1.563878655,-0.623161972,-0.260040909,0.223248288,-0.67752099,-0.008205983,0.066429652,0.315045685,-0.288773626,-0.262551159,0.625306904,0.644025445,0.294218063,,-0.855836272,0.836918712,1.479048014,-0.647367597,-0.153263301,0.116144702,-0.737520278,-0.027058721,0.05051649,0.223454505,-0.411297202,-0.333995104,0.594165325,0.605185628,1
-0.840973675,0.84738332,1.563234806,-0.623000801,-0.259650707,0.223362908,-0.677296817,-0.008355397,0.06629803,0.314868212,-0.288921803,-0.262370825,0.624848008,0.643963277,0.294559449,,-0.85175848,0.850998998,1.479799032,-0.655143917,-0.148118302,0.120733701,-0.730938613,-0.02878714,0.06899929,0.225982696,-0.417804211,-0.326151788,0.57923311,0.619317114,0
