left_back_corner_x1,left_back_corner_y1,left_back_corner_z1,left_front_corner_x1,left_front_corner_y1,left_front_corner_z1,right_back_corner_x1,right_back_corner_y1,right_back_corner_z1,right_front_corner_x1,right_front_corner_y1,right_front_corner_z1,force_1,force_2,force_3,force_4,force_5,force_6,left_back_corner_x2,left_back_corner_y2,left_back_corner_z2,left_front_corner_x2,left_front_corner_y2,left_front_corner_z2,right_back_corner_x2,right_back_corner_y2,right_back_corner_z2,right_front_corner_x2,right_front_corner_y2,right_front_corner_z2,predicted force_1,predicted force_2,predicted force_3,predicted force_4,predicted force_5,predicted force_6
4.736604229,-0.9954223190000001,1.999990566,2.736636125,-1.006717626,1.999979545,4.725308922,1.004545785,1.999991637,2.7253408180000003,0.993250478,1.999980616,208.0,-224.0,208.0,208.0,-224.0,208.0,5.647208999999999,-0.98517341,1.999990566,3.6473011910000004,-1.004376447,1.999979554,5.628005963,1.014734399,1.999991635,3.628098154,0.995531362,1.9999806230000001,218.62222290039062,-215.90248107910156,212.21890258789062,218.7285614013672,-215.91458129882812,212.23121643066406
5.647205605,-0.985162953,1.999990566,3.647297724,-1.004358504,1.9999795569999999,5.628010054,1.014744928,1.999991635,3.6281021730000003,0.995549377,1.999980626,240.0,-224.0,224.0,240.0,-224.0,224.0,6.857868896,-0.974053415,1.999990566,4.8579889089999995,-0.99596316,1.9999796000000003,6.83595915,1.025826573,1.999991635,4.836079163,1.003916827,1.999980668,219.83676147460938,-218.62013244628906,219.0564422607422,219.78689575195312,-218.6309356689453,219.06129455566406


